from_coordinate,from_taz,to_coordinate,to_taz,departure_time
36.201326 -86.722504,4703700000159,36.140998 -86.813493,4703700000453,1516629809050
36.09438 -86.827044,4703700000519,36.141969 -86.806068,4703700000448,1516630463989
36.161118 -86.575873,4703700000314,36.144672 -86.803064,4703700000445,1516632268050
36.148845 -86.809186,4703700000443,36.144672 -86.803064,4703700000445,1516630565366
36.146043 -86.816551,4703700000450,36.145816 -86.799116,4703700000434,1516632574095
36.213041 -86.71337,4703700000141,36.145816 -86.799116,4703700000434,1516630324384
36.213041 -86.71337,4703700000141,36.141969 -86.806068,4703700000448,1516632664473
36.075926 -86.929458,4703700000557,36.141969 -86.806068,4703700000448,1516632443970
36.02473 -86.711772,4703700000670,36.143494 -86.811862,4703700000453,1516630490761
36.10503 -86.820792,4703700000513,36.141969 -86.806068,4703700000448,1516631237988
36.14281 -86.857022,4703700000528,36.141969 -86.806068,4703700000448,1516631988958
36.16221 -86.78086,4703700000736,36.140998 -86.813493,4703700000453,1516633107039
36.13466 -86.895752,4703700000550,36.145816 -86.799116,4703700000434,1516629607262
36.134803 -86.80465,4703700000462,36.143494 -86.811862,4703700000453,1516630837191
36.192197 -86.721773,4703700000165,36.140998 -86.813493,4703700000453,1516631750847
36.126204 -86.825774,4703700000455,36.144672 -86.803064,4703700000445,1516632069029
36.363266 -86.760952,4703700000061,36.143494 -86.811862,4703700000453,1516629838881
36.363266 -86.760952,4703700000061,36.140998 -86.813493,4703700000453,1516633080068
36.127927 -86.840227,4703700000525,36.143494 -86.811862,4703700000453,1516630358338
36.14512 -86.821263,4703700000451,36.140998 -86.813493,4703700000453,1516632349838
36.151981 -86.83475,4703700000227,36.145816 -86.799116,4703700000434,1516630453718
36.1604 -86.788852,4703700000714,36.144672 -86.803064,4703700000445,1516631423012
36.166431 -86.749587,4703700000685,36.145816 -86.799116,4703700000434,1516632152409
36.173658 -86.610917,4703700000311,36.141969 -86.806068,4703700000448,1516631557871
36.121908 -86.812522,4703700000521,36.145816 -86.799116,4703700000434,1516632951467
36.11135 -86.783431,4703700000506,36.140998 -86.813493,4703700000453,1516632533457
36.118887 -86.735429,4703700000484,36.144672 -86.803064,4703700000445,1516632010407
36.152347 -86.803648,4703700000441,36.145816 -86.799116,4703700000434,1516629759842
36.141879 -86.877483,4703700000530,36.145816 -86.799116,4703700000434,1516632121499
36.141879 -86.877483,4703700000530,36.141969 -86.806068,4703700000448,1516631824420
36.120976 -86.783563,4703700000475,36.145816 -86.799116,4703700000434,1516630638549
36.149871 -86.80616,4703700000443,36.143494 -86.811862,4703700000453,1516630135614
36.137995 -86.819757,4703700000463,36.141969 -86.806068,4703700000448,1516629691992
36.127102 -86.840268,4703700000525,36.141969 -86.806068,4703700000448,1516629878701
36.151014 -86.805886,4703700000441,36.140998 -86.813493,4703700000453,1516632919033
36.179856 -86.744015,4703700000183,36.144672 -86.803064,4703700000445,1516629838999
36.141879 -86.877483,4703700000530,36.141969 -86.806068,4703700000448,1516631895747
36.135297 -86.72153,4703700000405,36.143494 -86.811862,4703700000453,1516631343858
36.13008 -86.819836,4703700000456,36.140998 -86.813493,4703700000453,1516629825922
36.106472 -86.723758,4703700000495,36.143494 -86.811862,4703700000453,1516632000354
36.087629 -86.891731,4703700000562,36.144672 -86.803064,4703700000445,1516632134286
36.140148 -86.820935,4703700000450,36.144672 -86.803064,4703700000445,1516630706920
36.047132 -86.66648,4703700000663,36.143494 -86.811862,4703700000453,1516630494423
36.047132 -86.66648,4703700000663,36.145816 -86.799116,4703700000434,1516631787646
36.131198 -86.821208,4703700000456,36.143494 -86.811862,4703700000453,1516632213801
36.020079 -86.723361,4703700000674,36.141969 -86.806068,4703700000448,1516630455317
36.020079 -86.723361,4703700000674,36.140998 -86.813493,4703700000453,1516630808737
36.122857 -86.911601,4703700000549,36.143494 -86.811862,4703700000453,1516629953664
36.170128 -86.754784,4703700000686,36.144672 -86.803064,4703700000445,1516632493751
36.145921 -86.818351,4703700000450,36.141969 -86.806068,4703700000448,1516630387892
36.13008 -86.819836,4703700000456,36.140998 -86.813493,4703700000453,1516632416424
36.07586 -86.929486,4703700000557,36.140998 -86.813493,4703700000453,1516630450539
36.136733 -86.894873,4703700000550,36.144672 -86.803064,4703700000445,1516632615136
36.081897 -86.904034,4703700000540,36.145816 -86.799116,4703700000434,1516629872449
36.101396 -86.743161,4703700000498,36.140998 -86.813493,4703700000453,1516631742348
36.152377 -86.789701,4703700000716,36.143494 -86.811862,4703700000453,1516629681620
36.036915 -86.746574,4703700000609,36.144672 -86.803064,4703700000445,1516631937058
36.188147 -86.800399,4703700000236,36.140998 -86.813493,4703700000453,1516630557859
36.12308 -86.78485,4703700000470,36.145816 -86.799116,4703700000434,1516630329267
36.146786 -86.886883,4703700000213,36.141969 -86.806068,4703700000448,1516630332058
36.082777 -86.916097,4703700000540,36.141969 -86.806068,4703700000448,1516631521655
36.222121 -86.765383,4703700000130,36.145816 -86.799116,4703700000434,1516632554533
36.222121 -86.765383,4703700000130,36.140998 -86.813493,4703700000453,1516632025434
36.134956 -86.699508,4703700000409,36.141969 -86.806068,4703700000448,1516631441114
36.145002 -86.789453,4703700000428,36.144672 -86.803064,4703700000445,1516632883527
36.152394 -86.789609,4703700000716,36.140998 -86.813493,4703700000453,1516629877991
36.139655 -86.832782,4703700000223,36.143494 -86.811862,4703700000453,1516631077976
36.142035 -86.82011,4703700000450,36.143494 -86.811862,4703700000453,1516632849060
36.132229 -86.803445,4703700000460,36.140998 -86.813493,4703700000453,1516631096343
36.221852 -86.626824,4703700000094,36.143494 -86.811862,4703700000453,1516630613643
36.042356 -86.665455,4703700000681,36.144672 -86.803064,4703700000445,1516630944179
36.110516 -86.810702,4703700000511,36.145816 -86.799116,4703700000434,1516633004950
36.127625 -86.932457,4703700000548,36.141969 -86.806068,4703700000448,1516631103005
36.120804 -86.916915,4703700000549,36.143494 -86.811862,4703700000453,1516629903576
36.131198 -86.821208,4703700000456,36.144672 -86.803064,4703700000445,1516632780517
36.136733 -86.894873,4703700000550,36.143494 -86.811862,4703700000453,1516632916879
36.134803 -86.80465,4703700000462,36.141969 -86.806068,4703700000448,1516632823714
36.198621 -86.596989,4703700000365,36.143494 -86.811862,4703700000453,1516631892763
36.142035 -86.82011,4703700000450,36.145816 -86.799116,4703700000434,1516631810966
36.102438 -86.811951,4703700000512,36.145816 -86.799116,4703700000434,1516630127681
36.129724 -86.724791,4703700000403,36.141969 -86.806068,4703700000448,1516632710437
36.08449 -86.896985,4703700000540,36.143494 -86.811862,4703700000453,1516631193472
36.03511 -86.682298,4703700000666,36.145816 -86.799116,4703700000434,1516632341108
36.03511 -86.682298,4703700000666,36.141969 -86.806068,4703700000448,1516631852285
36.131198 -86.821208,4703700000456,36.143494 -86.811862,4703700000453,1516631002895
36.131198 -86.821208,4703700000456,36.144672 -86.803064,4703700000445,1516630997035
36.147683 -86.798481,4703700000720,36.143494 -86.811862,4703700000453,1516629901488
36.147683 -86.798481,4703700000720,36.145816 -86.799116,4703700000434,1516631527808
36.123465 -86.799553,4703700000467,36.141969 -86.806068,4703700000448,1516632862316
36.144689 -86.820534,4703700000451,36.140998 -86.813493,4703700000453,1516632616030
36.126781 -86.816739,4703700000521,36.141969 -86.806068,4703700000448,1516629929424
36.130691 -86.806671,4703700000469,36.141969 -86.806068,4703700000448,1516631629506
36.156639 -86.797636,4703700000256,36.143494 -86.811862,4703700000453,1516630573445
36.142751 -86.87101,4703700000529,36.145816 -86.799116,4703700000434,1516633166987
36.131198 -86.821208,4703700000456,36.144672 -86.803064,4703700000445,1516631404862
36.156639 -86.797636,4703700000256,36.140998 -86.813493,4703700000453,1516631013680
36.079583 -86.823052,4703700000589,36.140998 -86.813493,4703700000453,1516629987767
36.119305 -86.894007,4703700000537,36.140998 -86.813493,4703700000453,1516632840732
36.035739 -86.616843,4703700000389,36.145816 -86.799116,4703700000434,1516630809075
36.087629 -86.891731,4703700000562,36.140998 -86.813493,4703700000453,1516631754541
36.131904 -86.792154,4703700000473,36.141969 -86.806068,4703700000448,1516631608276
36.13466 -86.895752,4703700000550,36.143494 -86.811862,4703700000453,1516632490435
36.133446 -86.818392,4703700000464,36.145816 -86.799116,4703700000434,1516630699436
36.136003 -86.837229,4703700000459,36.145816 -86.799116,4703700000434,1516630100342
36.12712 -86.840464,4703700000525,36.141969 -86.806068,4703700000448,1516632288527
36.067442 -86.925806,4703700000565,36.141969 -86.806068,4703700000448,1516630796323
36.130691 -86.806671,4703700000469,36.140998 -86.813493,4703700000453,1516632256905
36.142035 -86.82011,4703700000450,36.141969 -86.806068,4703700000448,1516632341324
36.13833 -86.79445,4703700000436,36.145816 -86.799116,4703700000434,1516630828506
36.154544 -86.798537,4703700000723,36.140998 -86.813493,4703700000453,1516630652650
36.248158 -86.677891,4703700000100,36.145816 -86.799116,4703700000434,1516632017301
36.038514 -86.726216,4703700000677,36.143494 -86.811862,4703700000453,1516631726665
36.089711 -86.879114,4703700000583,36.141969 -86.806068,4703700000448,1516632567055
36.143049 -86.81896,4703700000450,36.145816 -86.799116,4703700000434,1516630121001
36.131742 -86.850889,4703700000533,36.141969 -86.806068,4703700000448,1516631732031
36.113231 -86.809719,4703700000511,36.140998 -86.813493,4703700000453,1516632142317
36.156521 -86.868366,4703700000216,36.145816 -86.799116,4703700000434,1516629627899
36.144684 -86.828214,4703700000227,36.140998 -86.813493,4703700000453,1516630209232
36.142883 -86.871153,4703700000529,36.143494 -86.811862,4703700000453,1516630744209
36.153084 -86.717874,4703700000755,36.140998 -86.813493,4703700000453,1516630171147
36.153084 -86.717874,4703700000755,36.143494 -86.811862,4703700000453,1516632519593
36.02473 -86.711772,4703700000670,36.145816 -86.799116,4703700000434,1516632044848
36.133825 -86.802921,4703700000462,36.145816 -86.799116,4703700000434,1516630916097
36.079531 -86.701398,4703700000628,36.140998 -86.813493,4703700000453,1516631167260
36.153123 -86.80493,4703700000441,36.141969 -86.806068,4703700000448,1516630282388
36.14566 -86.795022,4703700000433,36.143494 -86.811862,4703700000453,1516629952328
36.149779 -86.832089,4703700000226,36.141969 -86.806068,4703700000448,1516630783584
36.120976 -86.783563,4703700000475,36.145816 -86.799116,4703700000434,1516630964891
36.087629 -86.891731,4703700000562,36.141969 -86.806068,4703700000448,1516631784081
36.093083 -86.818016,4703700000520,36.143494 -86.811862,4703700000453,1516630699211
36.042491 -86.76765,4703700000605,36.144672 -86.803064,4703700000445,1516631389311
36.042491 -86.76765,4703700000605,36.143494 -86.811862,4703700000453,1516631481635
36.13008 -86.819836,4703700000456,36.145816 -86.799116,4703700000434,1516629903075
36.135297 -86.72153,4703700000405,36.141969 -86.806068,4703700000448,1516629917959
36.135297 -86.72153,4703700000405,36.141969 -86.806068,4703700000448,1516632980631
36.153139 -86.783449,4703700000707,36.145816 -86.799116,4703700000434,1516632028404
36.142735 -86.789231,4703700000429,36.144672 -86.803064,4703700000445,1516632026807
36.133755 -86.797526,4703700000435,36.143494 -86.811862,4703700000453,1516632882689
36.16206 -86.790572,4703700000714,36.140998 -86.813493,4703700000453,1516630979389
36.06437 -86.915319,4703700000563,36.144672 -86.803064,4703700000445,1516632329708
36.148845 -86.809186,4703700000443,36.144672 -86.803064,4703700000445,1516629926865
36.074365 -86.927518,4703700000557,36.144672 -86.803064,4703700000445,1516632717882
36.115759 -86.833185,4703700000516,36.145816 -86.799116,4703700000434,1516632001771
36.142 -86.815476,4703700000463,36.143494 -86.811862,4703700000453,1516629878465
36.138939 -86.852472,4703700000533,36.143494 -86.811862,4703700000453,1516629873017
36.153123 -86.80493,4703700000441,36.143494 -86.811862,4703700000453,1516631950573
36.156598 -86.872354,4703700000216,36.145816 -86.799116,4703700000434,1516631545728
36.205115 -86.753656,4703700000148,36.144672 -86.803064,4703700000445,1516630610819
36.082912 -86.900205,4703700000540,36.141969 -86.806068,4703700000448,1516630191553
36.139244 -86.857749,4703700000529,36.140998 -86.813493,4703700000453,1516632462155
36.144906 -86.855491,4703700000528,36.141969 -86.806068,4703700000448,1516632458563
36.083133 -86.889394,4703700000561,36.144672 -86.803064,4703700000445,1516629788073
36.06234 -86.935007,4703700000566,36.141969 -86.806068,4703700000448,1516632056867
36.122472 -86.785953,4703700000470,36.141969 -86.806068,4703700000448,1516631950567
36.160499 -86.852681,4703700000220,36.144672 -86.803064,4703700000445,1516631491780
36.134765 -86.88007,4703700000531,36.140998 -86.813493,4703700000453,1516631803294
36.131198 -86.821208,4703700000456,36.145816 -86.799116,4703700000434,1516631544659
36.105865 -86.707977,4703700000398,36.141969 -86.806068,4703700000448,1516629993163
36.14281 -86.857022,4703700000528,36.144672 -86.803064,4703700000445,1516631807044
36.073128 -86.631243,4703700000352,36.140998 -86.813493,4703700000453,1516630266723
36.15066 -86.723247,4703700000757,36.144672 -86.803064,4703700000445,1516631114851
36.231799 -86.742562,4703700000134,36.143494 -86.811862,4703700000453,1516631925467
36.179097 -86.833944,4703700000203,36.145816 -86.799116,4703700000434,1516631698982
36.127944 -86.840203,4703700000525,36.145816 -86.799116,4703700000434,1516631321429
36.07817 -86.721694,4703700000632,36.144672 -86.803064,4703700000445,1516631012624
36.09979 -86.826001,4703700000519,36.143494 -86.811862,4703700000453,1516631434185
36.130857 -86.811715,4703700000469,36.140998 -86.813493,4703700000453,1516631304285
36.142148 -86.813175,4703700000453,36.140998 -86.813493,4703700000453,1516630691474
36.153139 -86.783449,4703700000707,36.143494 -86.811862,4703700000453,1516629745873
36.14512 -86.821263,4703700000451,36.140998 -86.813493,4703700000453,1516630170871
36.14512 -86.821263,4703700000451,36.140998 -86.813493,4703700000453,1516632586398
36.151758 -86.785094,4703700000716,36.140998 -86.813493,4703700000453,1516631526468
36.142752 -86.871011,4703700000529,36.140998 -86.813493,4703700000453,1516631097031
36.13068 -86.837723,4703700000459,36.144672 -86.803064,4703700000445,1516632395605
36.165742 -86.596669,4703700000319,36.140998 -86.813493,4703700000453,1516630283201
36.124117 -86.794843,4703700000467,36.141969 -86.806068,4703700000448,1516631924213
36.129904 -86.775255,4703700000470,36.144672 -86.803064,4703700000445,1516631427447
36.129904 -86.775255,4703700000470,36.143494 -86.811862,4703700000453,1516632614171
36.03598 -86.746989,4703700000609,36.140998 -86.813493,4703700000453,1516632731157
36.03598 -86.746989,4703700000609,36.140998 -86.813493,4703700000453,1516632487722
36.16206 -86.790572,4703700000714,36.144672 -86.803064,4703700000445,1516631854466
36.141879 -86.877483,4703700000530,36.145816 -86.799116,4703700000434,1516632497699
36.141879 -86.877483,4703700000530,36.145816 -86.799116,4703700000434,1516632472167
36.178876 -86.792,4703700000699,36.143494 -86.811862,4703700000453,1516630656374
36.132866 -86.805511,4703700000460,36.143494 -86.811862,4703700000453,1516631232385
36.106472 -86.723758,4703700000495,36.145816 -86.799116,4703700000434,1516633053132
36.059917 -86.740724,4703700000623,36.143494 -86.811862,4703700000453,1516630497048
36.20391 -86.724713,4703700000154,36.145816 -86.799116,4703700000434,1516630439847
36.132162 -86.778297,4703700000470,36.144672 -86.803064,4703700000445,1516630551758
36.06437 -86.915319,4703700000563,36.140998 -86.813493,4703700000453,1516629960874
36.129302 -86.828685,4703700000458,36.145816 -86.799116,4703700000434,1516631972296
36.073103 -86.94252,4703700000579,36.144672 -86.803064,4703700000445,1516630893922
36.195581 -86.75179,4703700000172,36.145816 -86.799116,4703700000434,1516631035743
36.127861 -86.840304,4703700000525,36.143494 -86.811862,4703700000453,1516629695473
36.111842 -86.773337,4703700000505,36.140998 -86.813493,4703700000453,1516630589151
36.102319 -86.820496,4703700000513,36.144672 -86.803064,4703700000445,1516631385019
36.192887 -86.756265,4703700000175,36.144672 -86.803064,4703700000445,1516629673466
36.144269 -86.87057,4703700000529,36.140998 -86.813493,4703700000453,1516632472791
36.144269 -86.87057,4703700000529,36.143494 -86.811862,4703700000453,1516631685005
36.148845 -86.809186,4703700000443,36.143494 -86.811862,4703700000453,1516630883907
36.14475 -86.816863,4703700000450,36.140998 -86.813493,4703700000453,1516631467693
36.129724 -86.724791,4703700000403,36.144672 -86.803064,4703700000445,1516630417571
36.142825 -86.821103,4703700000450,36.143494 -86.811862,4703700000453,1516633172997
36.179584 -86.638437,4703700000301,36.141969 -86.806068,4703700000448,1516630693151
36.106899 -86.786181,4703700000505,36.140998 -86.813493,4703700000453,1516631844436
36.133974 -86.81653,4703700000464,36.143494 -86.811862,4703700000453,1516630188544
36.131198 -86.821208,4703700000456,36.141969 -86.806068,4703700000448,1516633148737
36.12471 -86.805504,4703700000467,36.144672 -86.803064,4703700000445,1516631600542
36.179582 -86.757971,4703700000181,36.140998 -86.813493,4703700000453,1516630290593
36.190182 -86.727587,4703700000155,36.141969 -86.806068,4703700000448,1516630517374
36.144853 -86.781173,4703700000424,36.140998 -86.813493,4703700000453,1516631775066
36.129681 -86.807273,4703700000469,36.145816 -86.799116,4703700000434,1516631770549
36.131198 -86.821208,4703700000456,36.145816 -86.799116,4703700000434,1516629661926
36.139965 -86.769792,4703700000420,36.141969 -86.806068,4703700000448,1516630046039
36.021872 -86.710797,4703700000670,36.140998 -86.813493,4703700000453,1516631289413
36.019415 -86.667667,4703700000672,36.143494 -86.811862,4703700000453,1516631280284
36.043586 -86.740003,4703700000647,36.144672 -86.803064,4703700000445,1516630668842
36.074377 -86.927686,4703700000557,36.144672 -86.803064,4703700000445,1516632059126
36.13008 -86.819836,4703700000456,36.141969 -86.806068,4703700000448,1516631725535
36.147241 -86.815629,4703700000454,36.144672 -86.803064,4703700000445,1516631142603
36.143775 -86.812462,4703700000453,36.145816 -86.799116,4703700000434,1516633122250
36.153123 -86.80493,4703700000441,36.143494 -86.811862,4703700000453,1516630693646
36.148813 -86.825829,4703700000227,36.141969 -86.806068,4703700000448,1516630188151
36.167052 -86.60083,4703700000318,36.141969 -86.806068,4703700000448,1516630745294
36.167052 -86.60083,4703700000318,36.144672 -86.803064,4703700000445,1516633132190
36.167052 -86.60083,4703700000318,36.145816 -86.799116,4703700000434,1516632890041
36.125939 -86.843226,4703700000525,36.141969 -86.806068,4703700000448,1516630529867
36.070173 -86.979798,4703700000570,36.145816 -86.799116,4703700000434,1516633008627
36.146567 -86.825778,4703700000227,36.140998 -86.813493,4703700000453,1516631309099
36.123465 -86.799553,4703700000467,36.141969 -86.806068,4703700000448,1516631767369
36.125172 -86.808434,4703700000468,36.141969 -86.806068,4703700000448,1516632383830
36.145942 -86.817752,4703700000450,36.141969 -86.806068,4703700000448,1516631115141
36.153139 -86.783449,4703700000707,36.145816 -86.799116,4703700000434,1516631490553
36.153139 -86.783449,4703700000707,36.141969 -86.806068,4703700000448,1516632602847
36.167239 -86.614808,4703700000311,36.140998 -86.813493,4703700000453,1516630611186
36.06437 -86.915319,4703700000563,36.145816 -86.799116,4703700000434,1516632711683
36.062892 -86.924021,4703700000565,36.141969 -86.806068,4703700000448,1516630036052
36.105951 -86.785737,4703700000505,36.141969 -86.806068,4703700000448,1516631761946
36.135297 -86.72153,4703700000405,36.144672 -86.803064,4703700000445,1516631076802
36.152676 -86.782134,4703700000707,36.143494 -86.811862,4703700000453,1516632214686
36.144921 -86.855056,4703700000528,36.143494 -86.811862,4703700000453,1516631714421
36.144921 -86.855056,4703700000528,36.143494 -86.811862,4703700000453,1516631211701
36.1604 -86.788852,4703700000714,36.143494 -86.811862,4703700000453,1516632195753
36.1604 -86.788852,4703700000714,36.144672 -86.803064,4703700000445,1516632000746
36.125258 -86.801846,4703700000467,36.141969 -86.806068,4703700000448,1516631099184
36.125258 -86.801846,4703700000467,36.143494 -86.811862,4703700000453,1516632843664
36.131811 -86.806864,4703700000460,36.143494 -86.811862,4703700000453,1516630926132
36.060053 -86.753303,4703700000598,36.144672 -86.803064,4703700000445,1516629837837
36.060053 -86.753303,4703700000598,36.143494 -86.811862,4703700000453,1516630278852
36.075258 -86.929296,4703700000557,36.144672 -86.803064,4703700000445,1516632333477
36.144269 -86.87057,4703700000529,36.144672 -86.803064,4703700000445,1516633119068
36.234115 -86.619114,4703700000282,36.144672 -86.803064,4703700000445,1516631696695
36.079789 -86.698471,4703700000651,36.143494 -86.811862,4703700000453,1516629821490
36.115585 -86.918903,4703700000549,36.143494 -86.811862,4703700000453,1516632462085
36.115585 -86.918903,4703700000549,36.143494 -86.811862,4703700000453,1516631306149
36.142035 -86.82011,4703700000450,36.140998 -86.813493,4703700000453,1516632021681
36.131198 -86.821208,4703700000456,36.140998 -86.813493,4703700000453,1516629894107
36.056807 -86.739952,4703700000623,36.143494 -86.811862,4703700000453,1516632775958
36.059958 -86.740823,4703700000623,36.140998 -86.813493,4703700000453,1516630335419
36.132229 -86.803445,4703700000460,36.143494 -86.811862,4703700000453,1516630775901
36.127491 -86.779809,4703700000474,36.141969 -86.806068,4703700000448,1516632687247
36.145622 -86.830874,4703700000226,36.143494 -86.811862,4703700000453,1516631992443
36.156416 -86.809952,4703700000257,36.141969 -86.806068,4703700000448,1516629898589
36.174254 -86.610813,4703700000311,36.144672 -86.803064,4703700000445,1516631313551
36.174254 -86.610813,4703700000311,36.144672 -86.803064,4703700000445,1516632709371
36.112518 -86.924815,4703700000549,36.143494 -86.811862,4703700000453,1516632279254
36.128196 -86.77699,4703700000474,36.141969 -86.806068,4703700000448,1516632448761
36.142979 -86.87131,4703700000529,36.145816 -86.799116,4703700000434,1516633057165
36.134473 -86.811829,4703700000464,36.140998 -86.813493,4703700000453,1516631311926
36.143571 -86.823666,4703700000457,36.141969 -86.806068,4703700000448,1516630522996
36.143626 -86.888767,4703700000213,36.144672 -86.803064,4703700000445,1516632542958
36.108651 -86.803352,4703700000511,36.141969 -86.806068,4703700000448,1516629843594
36.119355 -86.799021,4703700000467,36.141969 -86.806068,4703700000448,1516631724118
36.145609 -86.849867,4703700000225,36.145816 -86.799116,4703700000434,1516630525380
36.145609 -86.849867,4703700000225,36.145816 -86.799116,4703700000434,1516632330004
36.114345 -86.917524,4703700000542,36.143494 -86.811862,4703700000453,1516632225572
36.107379 -86.822925,4703700000516,36.141969 -86.806068,4703700000448,1516629685802
36.042209 -86.715517,4703700000676,36.141969 -86.806068,4703700000448,1516630429041
36.106472 -86.723758,4703700000495,36.143494 -86.811862,4703700000453,1516632467411
36.131198 -86.821208,4703700000456,36.141969 -86.806068,4703700000448,1516630191662
36.136733 -86.894873,4703700000550,36.144672 -86.803064,4703700000445,1516631204578
36.148845 -86.809186,4703700000443,36.143494 -86.811862,4703700000453,1516632238246
36.131198 -86.821208,4703700000456,36.143494 -86.811862,4703700000453,1516632349698
36.154574 -86.765844,4703700000702,36.145816 -86.799116,4703700000434,1516631979757
36.141346 -86.818453,4703700000450,36.145816 -86.799116,4703700000434,1516631857833
36.141346 -86.818453,4703700000450,36.145816 -86.799116,4703700000434,1516631790770
36.201922 -86.828214,4703700000197,36.140998 -86.813493,4703700000453,1516633119034
36.125125 -86.784826,4703700000470,36.145816 -86.799116,4703700000434,1516630636605
36.125471 -86.783771,4703700000470,36.145816 -86.799116,4703700000434,1516631848430
36.139168 -86.813564,4703700000463,36.140998 -86.813493,4703700000453,1516632704586
36.153623 -86.789421,4703700000719,36.144672 -86.803064,4703700000445,1516632642340
36.140563 -86.85699,4703700000528,36.140998 -86.813493,4703700000453,1516629639052
36.144269 -86.87057,4703700000529,36.140998 -86.813493,4703700000453,1516632769596
36.145942 -86.817752,4703700000450,36.144672 -86.803064,4703700000445,1516630252092
36.059218 -86.926348,4703700000566,36.141969 -86.806068,4703700000448,1516633004650
36.14253 -86.821834,4703700000450,36.140998 -86.813493,4703700000453,1516631523445
36.131742 -86.850889,4703700000533,36.144672 -86.803064,4703700000445,1516629993560
36.146213 -86.821532,4703700000451,36.141969 -86.806068,4703700000448,1516632943626
36.147067 -86.836156,4703700000222,36.143494 -86.811862,4703700000453,1516629804891
36.101496 -86.734709,4703700000492,36.144672 -86.803064,4703700000445,1516631875750
36.156639 -86.797636,4703700000256,36.141969 -86.806068,4703700000448,1516631100629
36.06437 -86.915319,4703700000563,36.140998 -86.813493,4703700000453,1516631650811
36.06437 -86.915319,4703700000563,36.144672 -86.803064,4703700000445,1516632626645
36.06437 -86.915319,4703700000563,36.144672 -86.803064,4703700000445,1516630245479
36.148845 -86.809186,4703700000443,36.141969 -86.806068,4703700000448,1516631656216
36.148845 -86.809186,4703700000443,36.144672 -86.803064,4703700000445,1516630137816
36.207578 -86.729924,4703700000145,36.141969 -86.806068,4703700000448,1516630474356
36.087938 -86.70954,4703700000638,36.145816 -86.799116,4703700000434,1516631683400
36.121387 -86.805937,4703700000510,36.140998 -86.813493,4703700000453,1516631566085
36.142035 -86.82011,4703700000450,36.144672 -86.803064,4703700000445,1516630745971
36.023548 -86.723187,4703700000674,36.143494 -86.811862,4703700000453,1516631670200
36.151562 -86.783605,4703700000724,36.145816 -86.799116,4703700000434,1516632759210
36.131198 -86.821208,4703700000456,36.145816 -86.799116,4703700000434,1516632939074
35.982404 -86.619623,4703700000669,36.145816 -86.799116,4703700000434,1516632218103
36.110673 -86.842192,4703700000515,36.145816 -86.799116,4703700000434,1516631249920
36.134688 -86.809415,4703700000460,36.140998 -86.813493,4703700000453,1516630704346
36.111972 -86.809936,4703700000511,36.140998 -86.813493,4703700000453,1516630927837
36.086108 -86.936229,4703700000557,36.145816 -86.799116,4703700000434,1516633165886
36.145211 -86.841089,4703700000224,36.145816 -86.799116,4703700000434,1516631763973
36.221381 -86.736329,4703700000135,36.141969 -86.806068,4703700000448,1516632026300
36.221381 -86.736329,4703700000135,36.145816 -86.799116,4703700000434,1516630327984
36.221381 -86.736329,4703700000135,36.140998 -86.813493,4703700000453,1516631451657
36.12268 -86.844808,4703700000527,36.143494 -86.811862,4703700000453,1516630702124
36.128953 -86.776231,4703700000474,36.141969 -86.806068,4703700000448,1516631914951
36.132739 -86.80206,4703700000460,36.145816 -86.799116,4703700000434,1516632319403
36.132739 -86.80206,4703700000460,36.141969 -86.806068,4703700000448,1516631061754
36.141879 -86.877483,4703700000530,36.141969 -86.806068,4703700000448,1516630696175
36.114345 -86.917524,4703700000542,36.143494 -86.811862,4703700000453,1516632811078
36.179246 -86.789235,4703700000699,36.145816 -86.799116,4703700000434,1516630166442
36.068732 -86.593341,4703700000348,36.145816 -86.799116,4703700000434,1516631834151
36.126974 -86.816714,4703700000521,36.145816 -86.799116,4703700000434,1516629751273
36.132349 -86.839086,4703700000459,36.144672 -86.803064,4703700000445,1516630354905
36.204196 -86.593137,4703700000297,36.143494 -86.811862,4703700000453,1516630706056
36.135779 -86.819173,4703700000463,36.140998 -86.813493,4703700000453,1516629630624
36.202784 -86.705898,4703700000161,36.144672 -86.803064,4703700000445,1516631506342
36.202784 -86.705898,4703700000161,36.144672 -86.803064,4703700000445,1516630604798
36.202784 -86.705898,4703700000161,36.145816 -86.799116,4703700000434,1516630667784
36.158017 -86.846813,4703700000220,36.141969 -86.806068,4703700000448,1516632490675
36.147241 -86.815629,4703700000454,36.144672 -86.803064,4703700000445,1516630120202
36.125172 -86.808434,4703700000468,36.141969 -86.806068,4703700000448,1516633128996
36.188131 -86.749754,4703700000174,36.145816 -86.799116,4703700000434,1516630056492
36.225433 -86.728289,4703700000138,36.143494 -86.811862,4703700000453,1516632645365
36.225433 -86.728289,4703700000138,36.141969 -86.806068,4703700000448,1516630947984
36.225433 -86.728289,4703700000138,36.143494 -86.811862,4703700000453,1516630543762
36.056761 -86.736896,4703700000623,36.140998 -86.813493,4703700000453,1516630873236
36.147584 -86.851247,4703700000223,36.141969 -86.806068,4703700000448,1516630249953
36.056397 -86.736949,4703700000623,36.140998 -86.813493,4703700000453,1516630373586
36.147433 -86.856891,4703700000528,36.141969 -86.806068,4703700000448,1516630077179
36.199524 -86.748876,4703700000172,36.140998 -86.813493,4703700000453,1516630673449
